,ITEM_CODE,MO_NAME,SPECS,USE_NAME
7552,17764,纤支镜取痰、导管头、胸腹水细菌培养+药敏,,
7572,Y00000018400,必洛斯片*#,8mg*7片,口服
7585,Y00000019877,丁苯酞氯化钠注射液,100ml丁苯酞25mg与氯化钠0.9g,静脉滴注
7587,Y00000008371,芥子(黄芥子),5g.10g ,自煎
7589,Y00000018174,洁维乐凝胶**,20g*4,口服
7596,Y00000019944,润坦注射液 ,2ml:10mg*6        ,静脉滴注
7602,Y00000019888,邦亭针@,0.5KU*5,肌肉注射
7611,19284,临床操作的CT引导,,
7614,16105,血培养(需氧)及鉴定,,
7627,F00002206519,拔倒睫,,
7636,17956,万古霉素血清药物浓度测定,,
7637,Y00000018784,去乙酰毛花苷注射液#,2ml:0.4mg*5支,静脉注射
7651,Y00000000973,新朗欧针,1g,静脉滴注
7654,19526,血浆脂蛋白相关磷脂酶A2(LP-PLA2),,
7667,F00002204419,中心静脉测压,,
7693,Y00000019694,复方磺胺甲噁唑片,60片,口服
7705,17906,结核杆菌抗体检测,,
7723,Y00000007C53,紫苏子颗粒一方,相当于饮片10G,冲服
7829,Y00000003096,贯新克溶液,25ml,漱口
7835,Y00000018313,波利特肠溶片*,10mg*7片,口服
7885,Y00000008370,莱菔子(单味自费),10g.15g ,煎服
7891,Y00000007A40,法夏颗粒一方,相当于饮片9g,冲服
7964,F00002204454,冰袋降温,包括冰帽降温,
7972,F00002213955,一次性口腔器械盘（口腔）,,
8083,21170,高血压三项（卧位）,,
8134,Y00000000045,苯海拉明注射液,20mg*10,肌肉注射
8174,Y00000020198,兰索拉唑肠溶胶囊(四川)#,30mg*7,口服
8178,Y00000018197,特比澳注射液G,15000U:1ml,皮下注射
8225,Y00000000528,维生素C注射液 #,2ml:500mg*10,静脉滴注
8228,Y00000018158,乙酰半胱氨酸颗粒(消坦立),0.2g*10袋,口服
8231,F00002204468,灌肠(一般灌肠),,
8272,Y00000007D41,山萸肉颗粒一方,相当于饮片10g,冲服
8295,F00002208410,麻醉中监测7项以内,,
8316,Y00000001532,斯皮仁诺胶囊*,100mg*14,口服
8357,F00002225114,鼻胃肠管PUR型/佰通,,
8365,F00002225174,耐药三通(贝朗),,
8366,Y00000018191,恩经复针,18ug(≥9000AU),肌肉注射
8403,Y00000000453,香菇多糖注射液(力提能)&,1mg:2ml,静脉滴注
8411,Y00000007B10,苇茎颗粒一方,相当于饮片15G,冲服
8426,Y00000019554,注射用间苯三酚,40mg,静脉滴注
8445,Y00000020115,苄星青霉素针(华北),120万u,肌肉注射
8462,17098,梅毒血清二项检测,,
8463,Y00000019971,福美加片*,70mg:5600IU,口服
8470,F00002228655,预冲式冲管注射器5ml（导管冲洗器）/山东威高,,静脉注射
8480,F00000180151,中心静脉套件（导管固定装置）,,
8483,Y00000002028,石蜡油,10ml        ,外用
8524,Y00000005181,甘油500g,500g,灌肠
8549,F00002211957,电按摩,,
8575,22286,免疫球蛋白亚类IgG4定量测定,,
8599,17303,妇科彩超,,
8644,22086,同型半胱氨酸,,
8682,19124,（呼吸科）过敏原皮肤点刺试验,,
8699,Y00000001318,乐息平片**#,4mg*7,口服
8742,Y00000019541,欣络平片,5mg*28片,口服
8746,Y00000001292,开思亭片**,10mg*10,口服
8750,Y00000019870,复方氯化钠注射液(袋装)(石家庄)&#,500ml,静脉滴注
8794,Y00000001957,地恒赛片,5mg*6,口服
8803,Y00000008632,厚朴,10g.15g ,煎服
8805,F00002207455,骨髓活检术,,
8815,17088,肾功六项,,
8816,Y00000019875,奥拉西坦针(欧来宁),1.0g*4,静脉滴注
8828,Y00000007E22,细辛颗粒一方,相当于饮片3G,自煎
8864,17045,自身抗体定量六项,,
8901,Y00000000240,10%康莱特注射液&,10%*100ml,静脉滴注
8909,Y00000008358,菟丝子,10g.15g ,煎服
8920,18238,EB病毒核酸定量检测(EBV-DNA),,
8933,F00002203099,无菌旋塞延长管（艾贝尔）,,微泵静注
8944,F00002204282,门急诊留观诊查费,,
8953,F00002204384,高流量给氧,,
8984,Y00000018818,新活素针,0.5mg,微泵静注
9004,17862,血糖（空腹）,,
9038,Y00000001333,美卡素片**#,80mg*7,口服
9054,F00002205001,右心声学造影,,
9074,Y00000000190,人血免疫球蛋白(蓉生静丙)*,2.5g:50ml,静脉滴注
9081,17444,头部CT平扫（只有横断图像）,,
9148,Y00000007B40,地榆颗粒一方,相当于饮片10g,冲服
9182,17372,颈椎MRI平扫,,
9251,Y00000001331,美多芭片*#,250mg*40,鼻饲
9332,F00002218338,一次性胰岛素注射器（328420）1ML 29G U-40,,皮下注射
9354,Y00000018859,银杏酮酯滴丸@#(中药房)(银滴速通),25mg*120丸,口服
9365,Y00000019624,番泻叶*,5g.10g/包,冲服
9386,16176,嗜酸性粒细胞计数+病房血细胞分析（五分类）,,
9419,17120,尿沉渣涂片找细菌三项,,
9437,F00002206302,肌电图,,
9490,Y00000007G33,紫河车颗粒一方(自费）,相当于饮片3g,冲服
9549,F00002225194,无针输液接头(贝朗),,
9556,Y00000007C31,火麻仁颗粒一方(单味自费),相当于饮片10G,冲服
9590,Y00000019868,丙氨酰谷氨酰胺针(安吉驰),50ml:10g,静脉滴注(肠外)
9618,16508,乳腺数字化摄影(双侧),,
9647,Y00000001357,美普清片 #,25ug*20,口服
9664,F00002218648,精密泵用输液管路（输液器）/费森尤斯VS10,,静脉滴注
9702,Y00000018763,达己苏胶浆,10ml*12支,口服
9714,F00002205530,钠测定(火焰分光光度法或离子选择电极法),,
9760,F00002220342,肺功能康复训练,,
9792,F00002233722,创面促愈处理300（10cm以下/伤口需要清创/包含糖尿病足）,,
9801,Y00000002189,雷诺考特鼻喷雾剂**#,64ug*120喷,喷鼻
9803,F00000181392,输液器（百特输液泵管）,,静脉滴注(肠外)
9811,Y00000007C05,大腹皮颗粒一方,相当于饮片10G,冲服
9827,Y00000019984,18AA-II针(辰欣)#,250ml:21.25g,静脉滴注
9835,Y00000019650,头孢泊肟酯片(海凌依)#,100mg*12片,口服
9842,F00002220391,经颅磁刺激的脑功能循环治疗,,
9846,Y00000019660,万适宁片&,0.4g*8片,口服
9849,Y00000000248,来得时注射液(预填充)**#,3ml:300iu,皮下注射
9890,Y00000000555,稳可信针**,500mg,静脉滴注
9901,17969,胸水常规检查,,
9918,Y00000007A43,郁金颗粒一方,相当于饮片10G,冲服
9931,Y00000000127,杜冷丁注射液 &［—］,2ml:100mg  ,肌肉注射
9941,17069,血脂五项,,
9966,Y00000019827,甲氨蝶呤片#&%,2.5mg*16,口服
9974,Y00000018630,希罗达片&%,0.5g*12片,口服
10065,Y00000020228,灭菌注射用水@#,10ml,皮下注射
10114,Y00000019521,舒降之片*#,20mg*14片,口服
10126,Y00000007F31,杜仲颗粒一方,相当于饮片10G,冲服
10171,Y00000001628,维生素B2片,5mg*100,口服
10179,17079,心梗鉴别七项,,
10195,17953,粪便隐血试验（OB）,,
10197,F00002216758,一次性使用无菌硅胶导尿管/维力,,
10262,Y00000020132,诺通鼻喷雾剂,5mg:10ml,外用
10271,Y00000019965,诺健针#,30mg,静脉滴注
10291,Y00000001530,艾司唑仑片#,1mg*150,口服
10297,16541,1小时血清胰岛素测定,,
10305,Y00000018700,欧来宁胶囊#,0.4g*24粒,口服
10339,Y00000008474,枳实,10g.15g   ,自煎
10380,F00002220499,静脉药物集中配置（全静脉营养液集中配置）,,静脉滴注
10437,Y00000007E03,青天葵颗粒一方,相当于饮片10G,冲服
10450,17952,粪便常规,,
10460,Y00000019584,恒扬片,0.1g*10片,口服
10471,Y00000020110,吡嗪酰胺片(康青),0.25*100,口服
10489,Y00000018936,特罗凯片&,150mg*7片,口服
10512,22206,用血量小于6U输血组套,,
10551,F00002231255,一次性无菌注射器10ml/康德莱,,氧气雾化
10552,Y00000003023,开塞露,10ml,外用
10581,F00002204429,大换药,,
10611,18063,海印T细胞亚群（流式）,,
10642,Y00000007A62,干姜颗粒一方(单味自费),相当于饮片3G,冲服
10647,Y00000008513,淫羊藿（羊藿叶）,10g.15g  ,煎服
10673,F00002206464,裂隙灯下眼底检查(前置镜),,
10674,Y00000019787,敏使朗片*,6mg*100,口服
10680,Y00000020220,可威胶囊,75mg*10,口服
10687,Y00000020136,拜唐苹片*#,100mg*30片,口服
10711,F00002211874,低频脉冲电治疗,,
10755,Y00000000161,枸橼酸芬太尼注射液 &,0.1mg:2ml,静脉注射
10798,Y00000000061,氯化钙注射液10ml #,10ml:0.5g*5,静脉注射
10896,17076,心酶四项,,
10908,Y00000019581,复方利多卡因乳膏,10g,外用
10933,Y00000018213,酚磺乙胺注射液(0.5g),2ml:0.5g*10支,静脉滴注
11020,Y00000000536,维生素K1注射液 #,1ml:10mg*10支,静脉注射
11047,Y00000000462,沙培林针&%,1KE,氧气雾化
11056,16180,经腹壁前列腺彩超,,
11090,Y00000007A65,射干颗粒一方,相当于饮片10G,冲服
11093,Y00000000249,乳酸钠林格注射液(袋装)&,500ml,静脉滴注
11101,Y00000007A52,苍术颗粒一方,相当于饮片10G,自煎
11121,Y00000004071,依信含漱液,200ml:0.2g,漱口
11135,F00002211953,气压治疗,,
11141,17601,下腹部（盆腔）螺旋CT平扫+增强（造影剂另计）,,
11173,F00002203140,骨穿刺活检针/进口,,
11253,Y00000019549,盐酸小檗碱片,0.1g*24片,口服
11288,Y00000001044,拜新同控释片*#,30mg*7,口服
11297,16407,腹部立卧位,,
11325,Y00000007A59,莪术颗粒一方,相当于饮片10g,冲服
11340,18607,多索茶碱血清药物浓度测定,,
11353,Y00000000910,参附注射液 #,10ml       (5),静脉滴注
11466,Y00000001057,阿尔马尔片**#,10mg*10,口服
11498,Y00000007A24,地黄颗粒一方,相当于饮片10G,冲服
11521,17413,颈部MRA,,
11529,Y00000008181,甘草(单味自费),5g.,自煎
11589,Y00000020161,头孢美唑钠针(海思科),1.0g,静脉滴注
11643,F00002222505,精密延长管/威高/国产,,微泵静注
11681,Y00000000683,葡萄糖氯化钠注射液&#@,100ml,静脉滴注
11770,Y00000007A34,前胡颗粒一方,相当于饮片10G,冲服
11885,Y00000008636,桑白皮,10g.15g  ,煎服
11909,16472,股骨正侧位,,
11952,F00002213283,常规心电图检查(十八导联加收),,
11971,Y00000019766,悉复欢注射液* #,100ml:0.2g,静脉滴注
12042,16387,胸部正位,,
12047,F00002207316,强迫振荡肺功能检查,,
12066,Y00000000241,卡文针注射液(1440ml)**,1440ml,静脉滴注
12125,22146,血小板聚集试验（ADP、AA诱聚剂）,,
12143,Y00000001300,复方α-酮酸片*#,0.63g*100片,口服
12218,Y00000004877,舒血宁注射液#@,2ml*10支,静脉滴注
12226,17920,血清果糖胺(GSP),,
12279,F00002206412,黑氏(Hess)屏检查,,
12290,F00002205016,彩色打印照片,,
12301,Y00000020215,丙泊酚中/长链脂肪乳针(迪施乐),20ml:0.2g,静脉注射
12322,Y00000001241,标准桃金娘油胶囊**#,300mg*10粒,口服
12407,17959,阿米卡星血清药物浓度测定,,
12415,16327,尿氯,,
12465,Y00000007A38,大黄颗粒一方,相当于饮片6g,冲服
12479,Y00000007H32,茯苓颗粒一方(单味自费),相当于饮片10g,自煎
12611,Y00000018113,北沙参,10g.15g ,自煎
12618,F00002207533,24小时动态胃酸监测,,
12692,17911,梅毒TRUST半定量试验,,
12724,F00000181594,可调输液泵管（洁瑞牌）,,
12780,Y00000001649,美能片*#,100片,口服
12898,F00002211987,肺功能康复评定,,
12917,17752,骨髓检查图文报告,,
12925,Y00000020085,(乐盼)氟哌噻吨美利曲辛片#,0.5mg/10mg*28粒,口服
12953,19104,CYP2C19基因检测,,
12987,F00002231796,一次性呼吸管路RT380/费雪派克（呼吸机回路）,,
13001,Y00000020005,替考拉宁针(胜可菲),0.2g,静脉滴注
13129,Y00000020112,枸橼酸钾颗粒(丹崖)&,2g:1.46g*10包,口服
13138,16171,胃液潜血试验,,
13149,Y00000018842,弗隆片&%,2.5mg*30片,口服
13185,16670,其他标本细菌培养及鉴定(需氧+真菌),,
13198,Y00000009171,贞芪扶正胶囊(中药房)&,12.5g*60粒,口服
13234,Y00000020058,安适片#,50mg*20,口服
13250,F00002204444,鼻饲管置管,,
13327,F00002220559,一次性避光输液器（带针头）/威高,,静脉滴注
13342,Y00000018840,优泌乐25(笔芯)#,3ml:300单位,皮下注射
13384,Y00000009884,咳喘定口服液(中药房),10ml*6支,口服
13432,Y00000019879,硫辛酸针(丹沅),0.15g*4,静脉滴注
13476,Y00000019677,枸橼酸钾颗粒&,2g:1.46g*24包,口服
13514,F00002206470,眼底照相,,
13524,Y00000001174,代文胶囊（7/合）*#,80mg*7,口服
13539,Y00000018537,斯沃注射液**,300ml:0.6g,静脉滴注
13546,Y00000000661,10%葡萄糖注射液&#@,10%*500ml,静脉滴注
13550,Y00000018790,参芪十一味颗粒,2g*12袋,口服
13563,18674,胸部气管支气管肿瘤螺旋CT增强+三维重建(造影剂另计),,
13588,Y00000018691,可益能注射液**#,5ml:2g,静脉注射
13618,Y00000001520,碳酸氢钠片#,0.5g*100,口服
13627,17914,隐球菌抗原检测,,
13642,Y00000018894,红芪,5g*2小包,自煎
13643,Y00000019912,达力新片 #,0.125g*12,口服
13644,Y00000001959,喜普妙片*#,20mg*14,口服
13651,Y00000001795,百令胶囊#@,0.2g*60,口服
13683,F00002204502,疾病健康教育,,
13712,Y00000018299,醒脑静注射液,10ml (6支/合),静脉滴注
14009,Y00000001189,乙胺丁醇片,0.25g*100,口服
14042,Y00000002064,葡萄糖粉,75g,口服
14072,F00002226715,一次性使用骨髓穿刺针/12号/14号/16号/舒贝康,,
14100,Y00000001083,加合百服宁片*,复方*10片,口服
14129,16436,腰椎正侧双斜位,,
14234,Y00000019080,肠内营养乳剂(TPF-T)(瑞能)**,200ml,鼻饲
14277,17307,乳腺彩超,,
14290,Y00000000191,佳乐施注射液**,500ml,静脉滴注
14308,F00002209978,体外人工膜肺(ECOM),,
14328,F00002221402,胰岛素泵持续皮下注射胰岛素(首日),,
14369,Y00000018152,旨维注射液#,10ml,静脉滴注
14386,Y00000002272,爱赛平鼻喷剂**,10ml,喷鼻
14463,Y00000001669,达菲胶囊*,75mg*10,口服
14560,Y00000020030,达肝素钠针(达赛畅)**#,0.2ml:5000iu,皮下注射
14575,Y00000000458,诺新康注射液,2ml:10mg,静脉滴注
14585,17522,颈部螺旋CT增强扫描+三维重建（造影剂另计）,,
14599,Y00000019898,思连康片,0.5g*30片,口服
14625,17328,双侧下肢动脉彩超(股-腘段),,
14657,Y00000018175,希舒美针**#,0.5g,静脉滴注
14662,Y00000020167,达肝素钠针(万脉宁)#,0.2ml:5000iu,外用
14698,F00002207314,残气容积测定(氮气稀释法),,
14725,Y00000020012,18AA-VⅡ针(富邦)#,200ml:20.650g,静脉滴注
14749,Y00000001894,金双岐片,0.5g*24,口服
14757,18564,尿红细胞位相＋尿干化学与沉渣分析,,
14794,Y00000008113,淮山(单味自费),10g.15g,煎服
14841,Y00000007C28,豆蔻颗粒一方,相当于饮片6G,冲服
14906,F00002228476,植入式给药装置专用针(留置针）04448340/贝朗,,
14914,Y00000003140,美克乳膏*,10g:0.1g,外用
15000,F00002204338,层流洁净病房,,
15007,Y00000001950,银黄含化片 ,0.65g*24片,含服
15034,F00000180545,3M透明敷帖6X7cm（1623W、1624W）,,
15041,Y00000019589,百优解分散片,20mg*28片,口服
15042,Y00000019991,橘红痰咳液,10ml*12支,口服
15086,Y00000020076,维生素K1针(天津) #,1ml:10mg*10支,静脉滴注
15219,17248,SPECT/CT肺通气/灌注联合显像加图像融合,,
15259,17312,其它部位彩超,,
15404,Y00000018329,维生素B1片#,10mg*100片,口服
15503,Y00000008323,冬瓜子,5g.15g ,煎服
15525,Y00000004860,曲坦肠溶片*,10mg*20片,口服
15574,16147,血清酸化溶血试验（Ham）,,
15635,F00002218689,面罩连头带/BIPAP,,
15684,Y00000000979,绿支安注射液,10.3%*200ml,静脉滴注(肠外)
15688,Y00000008009,瑞甘针#,2.5g,静脉滴注
15696,Y00000020098,金双岐片,0.5g*36,口服
15751,F00002204956,浅表器官彩色多普勒超声检查(甲状腺及颈部淋巴结),,
15752,Y00000001536,施维舒胶囊**#,50mg*20,口服
15757,17085,离子六项,,
15759,F00002204477,导尿,,
15828,Y00000000324,诺仕帕注射液*,2ml:40mg*5,静脉滴注
15865,Y00000001431,路盖克片,24片,口服
15883,Y00000020003,(圣美弗)氟哌噻吨/美利曲辛片#,0.5mg/10mg*20粒,口服
15887,F00002217599,一次性使用细胞刷LMXB,,
15895,19946,高灵敏HBV DNA检测（金域）*,,
15900,Y00000019919,澳达先片,500mg/10mg*20片,口服
15987,Y00000000170,速碧林注射液#,0.3ml*2支,皮下注射
16063,Y00000008733,紫河车(自费),10g.15g  ,自煎
16087,17133,门诊血型分析(ABO+Rh),,
16093,Y00000008302,陈皮(单味自费),5g,自煎
16097,Y00000002265,鼻渊通窍颗粒(西药房),15g*10袋,口服
16189,Y00000008672,鸡血藤,10g.15g ,自煎
16211,18065,海印NK细胞（流式）,,
16225,17116,尿培养鉴定+药敏(阳性菌),,
16233,Y00000007E24,蜜麻黄颗粒一方,相当于饮片5G,冲服
16284,Y00000007E15,人参叶颗粒一方,相当于饮片6G,冲服
16311,Y00000018245,鱼肝油软膏,20g,外用
16327,17910,梅毒TRUST试验,,
16423,F00002207419,肺动脉压和右心房压力监测,,
16450,F00002205254,简易定位,,
16453,F00002210277,粘膜下肿物切除术---息肉,,
16564,Y00000002154,辅舒酮气雾剂*#,125ug*60喷,喷雾给药
16565,Y00000020026,甲钴胺分散片#,0.5mg*36片,口服
16602,Y00000001482,万适宁片&,0.4g*6,口服
16620,17923,尿蛋白定量,,
16665,Y00000019945,罗格列酮钠片(太罗)#,4mg*15片,口服
16721,16118,真菌药敏试验,,
16747,Y00000001479,波依定缓释片*#,5mg*10,口服
16786,16517,1小时血清C肽测定,,
16839,16515,（晚上12：00）血清皮质醇测定,,
16841,Y00000019885,欣吉尔针(125Ala)&,20万单位*5,静脉滴注
16869,F00000181486,白细胞输血器,,
16894,16159,HBV－DNA测定（定量）,,
16928,17936,癌胚抗原(CEA),,
16931,Y00000020133,替考拉宁针(海正),0.2g,静脉滴注
16951,18404,鼻咽螺旋CT增强扫描+三维重建,,
17030,17771,皮内注射,,
17062,17907,肥达氏反应,,
17083,F00002205391,"尿液分析(仪器法,8-11)",,
17102,Y00000019884,注射用洛铂%,10mg(以无水物计),静脉滴注
17103,Y00000008702,芒硝,5g,冲服
17224,22046,易栓症四项,,
17235,Y00000019241,血脂康胶囊#,0.3g*24粒,口服
17265,16191,尿常规（海印）,,
17281,Y00000001542,思连康片,0.5g*24片,口服
17287,F00002220370,血糖试纸/稳步/广州器化,,
17293,F00002229835,骨活检针DBBN-13-10.0-M2,,
17294,17090,肿瘤二项,,
17328,F00002207688,尿动力学检测,,
17330,Y00000001775,辅酶Q10胶囊,10mg*60,口服
17350,F00002232836,A级双人房（严格隔离加收）,,
17368,Y00000018844,华法林钠片#,2.5mg*60,口服
17396,Y00000018596,兰索拉唑胶囊#,30mg*7粒,口服
17413,Y00000019773,伏乐新片#,0.25g*12,口服
17459,Y00000001160,希刻劳缓释片,0.375g*6片,口服
17494,Y00000007F72,鸡血藤颗粒一方,相当于饮片15克,冲服
17503,Y00000019083,能全力混悬液,1.5Kcal/ml 500ml,鼻饲
17515,18527,七项呼吸道常见病毒荧光染色筛查(直接法),,
17569,Y00000008182,炙甘草,5g,煎服
17717,Y00000007D48,补骨脂颗粒一方,相当于饮片10g,冲服
17762,F00002218304,避光压力延长管WG（威高）,,
17800,F00000180169,胃肠管（胃肠营养管）,,
17821,Y00000008013,代丁片#,10mg*14片,口服
17874,16329,尿钙,,
17888,F00002208408,特殊方法气管插管术--气管镜置管,,
17913,Y00000019104,肠内营养混悬液(TPF-D)(伊力佳)**,500ml,口服
17953,17144,大便培养鉴定+药敏,,
18006,17272,三维心脏超声+心功能,,
18021,Y00000002257,盐酸氨溴索口服液@#,100ml:0.3g,口服
18032,Y00000020052,环磷酰胺片(茂祥)%,50mg*120,口服
18069,Y00000019947,卡尔特针(左卡尼汀)**#,5ml:1g,静脉滴注
18141,Y00000000148,科赛斯针**G,70mg,静脉滴注
18171,Y00000001675,升血小板胶囊,0.45*24粒,口服
18219,F00002222909,W2512丝线编织非吸收性缝线（2-0）,,
18225,Y00000018648,金贝特令胶囊型,36粒,涂口腔
18249,Y00000000143,果糖二磷酸钠注射液 ,100ml:10g,静脉滴注
18256,Y00000002169,美林混悬液*#,100ml,口服
18292,Y00000008128,黄芩,10g.15g ,煎服(代煎)
18296,F00002218307,针管回缩式静脉留置针24G×19mm（威高）,,
18313,Y00000008553,仙鹤草,10g.15g ,自煎
18416,Y00000007A82,炙甘草颗粒一方,相当于饮片3G,冲服
18587,F00002218316,一次性使用导尿包（超滑14号）,,
18653,F00002228718,植入式给药装置专用针（留置针）/04447005/贝朗,,
18757,F00002232235,一次性真空采血管（血沉管）/1.6ml阳普黑色（柠檬酸钠4:1）,,
18804,Y00000018718,血塞通软胶囊@#,100mg*30粒,口服
18856,F00002212185,普通电针(每增加一对加收),,
18884,Y00000018390,舒莱针&,20mg,静脉滴注
18945,Y00000019979,异烟肼片(太极),0.1g*100,口服
18948,17123,无菌体液培养鉴定二项+药敏三项（各种体液）,,
18954,F00000180158,鼻胃肠管（费森尤斯）,,
19035,16136,糖类抗原CA19-9,,
19049,Y00000001724,羟基脲片&%,500mg*100,口服
19050,Y00000007A17,白术颗粒一方,相当于饮片10G,冲服
19102,Y00000001133,可达龙片*#,0.2g*10,口服
19125,16708,巨细胞病毒IgM(CMVIgM),,
19160,F00002207339,睡眠呼吸监测过筛试验,,
19231,F00002207571,经肠镜特殊治疗,,
19245,17877,血氨,,
19249,17325,单侧上肢静脉彩超(包括单侧锁骨下腋肱桡尺静脉),,
19320,Y00000000014,硫酸阿米卡星注射液,2ml:0.2g*10支,氧气雾化
19417,Y00000001319,洛汀新片*#,10mg*14片,口服
19451,F00002219434,泰尔茂输液器（带针）/TS-D340C/TS-D390L,,
19499,17383,盆腔平扫MRI,,
19512,Y00000019946,肾上腺素注射液 #,1mg:1ml*2,局部用药
19638,Y00000018349,立加利仙胶囊#,50mg*10粒,口服
19646,Y00000007C24,柏子仁颗粒一方,相当于饮片10G,冲服
19667,16202,普通病理诊断,,
19681,Y00000001093,卡托普利片#,25mg*100,口服
19819,Y00000001427,慷彼申片**,20片,口服
19832,F00002204158,中医定向透药疗法,,
19833,21286,心脑血管三项,,
19850,16498,床边照片(腹部),,
19868,Y00000019573,乐瑞卡胶囊,150mg*8粒,口服
19877,Y00000018711,苯扎氯铵溶液(优可适),150ml:0.15g(0.1%),外用
19947,17072,糖尿病四项,,
19995,Y00000008727,醋鳖甲（单味自费）,10g.15g  ,自煎
20020,Y00000007A03,丹参颗粒一方,相当于饮片10G,冲服
20088,Y00000018832,吡罗昔康贴片#,48.0mg*3贴,外用
20127,Y00000000455,甲强龙针**#&,500mg,静脉滴注
20169,17570,胸部螺旋CT增强扫描（造影剂另计）,,
20237,Y00000007C22,瓜蒌子颗粒一方,相当于饮片10G,冲服
20258,Y00000001834,恩必普软胶囊,0.1g*24粒,口服
20264,Y00000018778,多蒙特注射液,50ml:10g,静脉滴注
20302,F00002214812,精密输液器(贝朗),,
20334,Y00000018683,高锰酸钾外用片,0.1g*24片,外用
20346,Y00000000495,西普乐注射液*#,0.2g:100ml,静脉滴注
20359,F00000181423,鼻胃肠管（鼻肠管聚氨脂(佰通)）,,
20393,Y00000003061,化痔栓 (西药房),10粒,外用
20444,F00002233359,针管回缩式聚氨酯静脉留置针/24G*19mm威高,,静脉注射
20495,19077,(3.0T)心脏MRI增强,,
20558,Y00000019668,华法林钠片#,2.5mg*80片,口服
20596,17284,腹水B超定位,,
20707,Y00000001173,德巴金缓释片*#,0.5g*30,口服
20743,18228,柯萨奇病毒A16型核酸检测(CA16-RNA),,
20835,Y00000001451,盐酸普萘洛尔片 # ,10mg*100,口服
20837,Y00000000717,格利福斯注射液*&,10ml*10,静脉滴注
20972,Y00000018305,V佳林针 #,1瓶,静脉滴注
21033,Y00000001282,硝酸异山梨酯片#,5mg*100,口服
21096,Y00000007A04,玄参颗粒一方,相当于饮片10g,冲服
21109,Y00000000277,即复宁注射液**,25mg:5ml,其他
21235,F00002204937,胆囊和胆道收缩功能检查,,
21245,19506,床边单导联心电图（急诊）,,
21279,Y00000019970,可乐必妥滴眼液** ,5ml:24.4mg,滴眼
